activity_id,institution_id,source_id,experiment_id,member_id,table_id,variable_id,grid_label,zstore,dcpp_init_year,version
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp245,r1i1p1f1,Amon,rsds,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r1i1p1f1/Amon/rsds/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp245,r1i1p1f1,Amon,sfcWind,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r1i1p1f1/Amon/sfcWind/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp245,r1i1p1f1,Amon,tas,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r1i1p1f1/Amon/tas/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp245,r1i1p1f1,Amon,tasmax,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r1i1p1f1/Amon/tasmax/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp245,r1i1p1f1,Amon,tasmin,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r1i1p1f1/Amon/tasmin/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,Amon,clt,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/Amon/clt/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,Amon,huss,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/Amon/huss/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,Amon,pr,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/Amon/pr/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,Amon,psl,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/Amon/psl/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,Amon,rlds,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/Amon/rlds/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,Amon,rsds,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/Amon/rsds/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,Amon,sfcWind,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/Amon/sfcWind/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,Amon,tas,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/Amon/tas/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,Amon,tasmax,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/Amon/tasmax/gr1/v20180701/,,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,Amon,tasmin,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/Amon/tasmin/gr1/v20180701/,,20180701
CMIP,IPSL,IPSL-CM6A-LR,historical,r1i1p1f1,Amon,clt,gr,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/historical/r1i1p1f1/Amon/clt/gr/v20180803/,,20180803
CMIP,IPSL,IPSL-CM6A-LR,historical,r1i1p1f1,Amon,huss,gr,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/historical/r1i1p1f1/Amon/huss/gr/v20180803/,,20180803
CMIP,IPSL,IPSL-CM6A-LR,historical,r1i1p1f1,Amon,pr,gr,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/historical/r1i1p1f1/Amon/pr/gr/v20180803/,,20180803
CMIP,IPSL,IPSL-CM6A-LR,historical,r1i1p1f1,Amon,psl,gr,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/historical/r1i1p1f1/Amon/psl/gr/v20180803/,,20180803
CMIP,IPSL,IPSL-CM6A-LR,historical,r1i1p1f1,Amon,rlds,gr,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/historical/r1i1p1f1/Amon/rlds/gr/v20180803/,,20180803
CMIP,IPSL,IPSL-CM6A-LR,historical,r1i1p1f1,Amon,rsds,gr,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/historical/r1i1p1f1/Amon/rsds/gr/v20180803/,,20180803
CMIP,IPSL,IPSL-CM6A-LR,historical,r1i1p1f1,Amon,sfcWind,gr,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/historical/r1i1p1f1/Amon/sfcWind/gr/v20180803/,,20180803
CMIP,IPSL,IPSL-CM6A-LR,historical,r1i1p1f1,Amon,tas,gr,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/historical/r1i1p1f1/Amon/tas/gr/v20180803/,,20180803
CMIP,IPSL,IPSL-CM6A-LR,historical,r1i1p1f1,Amon,tasmax,gr,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/historical/r1i1p1f1/Amon/tasmax/gr/v20180803/,,20180803
CMIP,IPSL,IPSL-CM6A-LR,historical,r1i1p1f1,Amon,tasmin,gr,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/historical/r1i1p1f1/Amon/tasmin/gr/v20180803/,,20180803
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp126,r1i1p1f1,Amon,clt,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp126/r1i1p1f1/Amon/clt/gr/v20190903/,,20190903
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp126,r1i1p1f1,Amon,huss,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp126/r1i1p1f1/Amon/huss/gr/v20190903/,,20190903
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp126,r1i1p1f1,Amon,pr,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp126/r1i1p1f1/Amon/pr/gr/v20190903/,,20190903
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp126,r1i1p1f1,Amon,psl,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp126/r1i1p1f1/Amon/psl/gr/v20190903/,,20190903
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp126,r1i1p1f1,Amon,rlds,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp126/r1i1p1f1/Amon/rlds/gr/v20190903/,,20190903
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp126,r1i1p1f1,Amon,rsds,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp126/r1i1p1f1/Amon/rsds/gr/v20190903/,,20190903
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp126,r1i1p1f1,Amon,sfcWind,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp126/r1i1p1f1/Amon/sfcWind/gr/v20190903/,,20190903
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp126,r1i1p1f1,Amon,tas,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp126/r1i1p1f1/Amon/tas/gr/v20190903/,,20190903
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp126,r1i1p1f1,Amon,tasmax,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp126/r1i1p1f1/Amon/tasmax/gr/v20190903/,,20190903
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp126,r1i1p1f1,Amon,tasmin,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp126/r1i1p1f1/Amon/tasmin/gr/v20190903/,,20190903
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp245,r1i1p1f1,Amon,clt,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r1i1p1f1/Amon/clt/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp245,r1i1p1f1,Amon,huss,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r1i1p1f1/Amon/huss/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp245,r1i1p1f1,Amon,pr,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r1i1p1f1/Amon/pr/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp245,r1i1p1f1,Amon,psl,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r1i1p1f1/Amon/psl/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp245,r1i1p1f1,Amon,rlds,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r1i1p1f1/Amon/rlds/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp245,r1i1p1f1,Amon,rsds,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r1i1p1f1/Amon/rsds/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp245,r1i1p1f1,Amon,sfcWind,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r1i1p1f1/Amon/sfcWind/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp245,r1i1p1f1,Amon,tas,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r1i1p1f1/Amon/tas/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp245,r1i1p1f1,Amon,tasmax,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r1i1p1f1/Amon/tasmax/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp245,r1i1p1f1,Amon,tasmin,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp245/r1i1p1f1/Amon/tasmin/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp370,r1i1p1f1,Amon,clt,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp370/r1i1p1f1/Amon/clt/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp370,r1i1p1f1,Amon,huss,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp370/r1i1p1f1/Amon/huss/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp370,r1i1p1f1,Amon,pr,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp370/r1i1p1f1/Amon/pr/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp370,r1i1p1f1,Amon,psl,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp370/r1i1p1f1/Amon/psl/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp370,r1i1p1f1,Amon,rlds,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp370/r1i1p1f1/Amon/rlds/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp370,r1i1p1f1,Amon,rsds,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp370/r1i1p1f1/Amon/rsds/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp370,r1i1p1f1,Amon,sfcWind,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp370/r1i1p1f1/Amon/sfcWind/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp370,r1i1p1f1,Amon,tas,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp370/r1i1p1f1/Amon/tas/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp370,r1i1p1f1,Amon,tasmax,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp370/r1i1p1f1/Amon/tasmax/gr/v20190119/,,20190119
ScenarioMIP,IPSL,IPSL-CM6A-LR,ssp370,r1i1p1f1,Amon,tasmin,gr,gs://cmip6/CMIP6/ScenarioMIP/IPSL/IPSL-CM6A-LR/ssp370/r1i1p1f1/Amon/tasmin/gr/v20190119/,,20190119
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r1i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/Amon/clt/gn/v20190710/,,20190710
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r1i1p1f1,Amon,huss,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/Amon/huss/gn/v20190710/,,20190710
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r1i1p1f1,Amon,pr,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/Amon/pr/gn/v20190710/,,20190710
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r1i1p1f1,Amon,psl,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/Amon/psl/gn/v20190710/,,20190710
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r1i1p1f1,Amon,rlds,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/Amon/rlds/gn/v20190710/,,20190710
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r1i1p1f1,Amon,rsds,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/Amon/rsds/gn/v20190710/,,20190710
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r1i1p1f1,Amon,sfcWind,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/Amon/sfcWind/gn/v20190710/,,20190710
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/Amon/tas/gn/v20190710/,,20190710
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r1i1p1f1,Amon,tasmax,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/Amon/tasmax/gn/v20190710/,,20190710
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r1i1p1f1,Amon,tasmin,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/Amon/tasmin/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp126,r1i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/Amon/clt/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp126,r1i1p1f1,Amon,huss,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/Amon/huss/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp126,r1i1p1f1,Amon,pr,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/Amon/pr/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp126,r1i1p1f1,Amon,psl,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/Amon/psl/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp126,r1i1p1f1,Amon,rlds,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/Amon/rlds/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp126,r1i1p1f1,Amon,rsds,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/Amon/rsds/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp126,r1i1p1f1,Amon,sfcWind,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/Amon/sfcWind/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp126,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/Amon/tas/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp126,r1i1p1f1,Amon,tasmax,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/Amon/tasmax/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp126,r1i1p1f1,Amon,tasmin,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/Amon/tasmin/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp245,r1i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/Amon/clt/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp245,r1i1p1f1,Amon,huss,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/Amon/huss/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp245,r1i1p1f1,Amon,pr,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/Amon/pr/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp245,r1i1p1f1,Amon,psl,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/Amon/psl/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp245,r1i1p1f1,Amon,rlds,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/Amon/rlds/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp245,r1i1p1f1,Amon,rsds,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/Amon/rsds/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp245,r1i1p1f1,Amon,sfcWind,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/Amon/sfcWind/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp245,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/Amon/tas/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp245,r1i1p1f1,Amon,tasmax,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/Amon/tasmax/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp245,r1i1p1f1,Amon,tasmin,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/Amon/tasmin/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,clt,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/clt/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,huss,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/huss/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,pr,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/pr/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,psl,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/psl/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,rlds,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/rlds/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,rsds,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/rsds/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,sfcWind,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/sfcWind/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,tasmax,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tasmax/gn/v20190710/,,20190710
ScenarioMIP,DKRZ,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,tasmin,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tasmin/gn/v20190710/,,20190710
CMIP,CSIRO-ARCCSS,ACCESS-CM2,historical,r1i1p1f1,fx,sftlf,gn,gs://cmip6/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/fx/sftlf/gn/v20191108/,,20191108
CMIP,CAS,FGOALS-g3,historical,r2i1p1f1,fx,sftlf,gn,gs://cmip6/CMIP6/CMIP/CAS/FGOALS-g3/historical/r2i1p1f1/fx/sftlf/gn/v20200305/,,20200305
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,fx,sftlf,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/fx/sftlf/gr1/v20180701/,,20180701
CMIP,IPSL,IPSL-CM6A-LR,historical,r1i1p1f1,fx,sftlf,gr,gs://cmip6/CMIP6/CMIP/IPSL/IPSL-CM6A-LR/historical/r1i1p1f1/fx/sftlf/gr/v20180803/,,20180803
CMIP,MPI-M,MPI-ESM1-2-HR,historical,r1i1p1f1,fx,sftlf,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/fx/sftlf/gn/v20190710/,,20190710
